RefSeq_ID,Protein_ID,Gene_ID,Uniprot_ID,BVBRC_ID,PUBMLST_locus
NGO1713,YP_208746.1,3281396,#N/A,fig|242231.10.peg.2049,NEIS0288
NGO1714,YP_208747.1,3281149,#N/A,fig|242231.10.peg.2050,NEIS0276
NGO1715,YP_208748.1,3281158,Q5F651,fig|242231.10.peg.2051,NEIS0275
NGO1716,YP_208749.1,3281371,Q5F650,fig|242231.10.peg.2052,NEIS0274
NGO1717,YP_208750.1,3281356,Q5F649,fig|242231.10.peg.2053,NEIS0273
NGO1718,YP_208751.1,3281263,Q5F648,fig|242231.10.peg.2055,NEIS0272
NGO1719,YP_208752.1,3281305,Q5F647,fig|242231.10.peg.2056,NEIS0271
NGO1720,YP_208753.1,3281168,#N/A,#N/A,#N/A
NGO1721,YP_208754.1,3281235,Q5F645,fig|242231.10.peg.2057,NEIS0270
NGO1722,YP_208755.1,3281296,Q5F644,fig|242231.10.peg.2058,NEIS0269
NGO1723,YP_208756.1,3281319,Q5F643,fig|242231.10.peg.2060,NEIS2789
NGO1724,YP_208757.1,3281336,Q5F642,fig|242231.10.peg.2062,NEIS0265
NGO1725,YP_208758.1,3281297,Q5F641,fig|242231.10.peg.2063,NEIS0264
NGO1726,YP_208759.1,3281250,Q5F640,fig|242231.10.peg.2064,NEIS0263
NGO1727,YP_208760.1,3281271,Q5F639,fig|242231.10.peg.2065,NEIS0262
NGO1728,YP_208761.1,3281107,Q5F638,fig|242231.10.peg.2067,NEIS0261
NGO1729,YP_208762.1,3281258,Q5F637,fig|242231.10.peg.2068,#N/A
NGO1730,YP_208763.1,3281203,Q5F636,fig|242231.10.peg.2069,NEIS0259
NGO1731,YP_208764.1,3281105,Q5F635,fig|242231.10.peg.2070,NEIS2519
NGO1732,YP_208765.1,3281146,Q5F634,fig|242231.10.peg.2071,NEIS0258
NGO1733,YP_208766.1,3281155,Q5F633,fig|242231.10.peg.2072,NEIS0257
NGO1734,YP_208767.1,3281259,Q5F632,fig|242231.10.peg.2073,NEIS0256
NGO1735,YP_208768.1,3281265,Q5F631,fig|242231.10.peg.2074,NEIS0255
NGO1736,YP_208769.1,3281274,#N/A,fig|242231.10.peg.2075,NEIS0254
NGO1737,YP_208770.1,3281148,Q5F629,fig|242231.10.peg.2076,NEIS0253
NGO1738,YP_208771.1,3281183,Q5F628,fig|242231.10.peg.2077,NEIS0252
NGO1739,YP_208772.1,3281176,Q5F627,fig|242231.10.peg.2078,#N/A
NGO1740,YP_208773.1,3281182,Q5F626,fig|242231.10.peg.2079,NEIS0251
NGO1741,YP_208774.1,3281171,Q5F625,fig|242231.10.peg.2080,NEIS0248
NGO1742,YP_208775.1,3281102,Q5F624,fig|242231.10.peg.2081,NEIS0247
NGO1743,YP_208776.1,3281187,Q5F623,fig|242231.10.peg.2082,NEIS0246
NGO1744,YP_208777.1,3281416,Q5F622,fig|242231.10.peg.2083,NEIS0245
NGO1745,YP_208778.1,3281216,Q5F621,fig|242231.10.peg.2084,NEIS0244
NGO1746,YP_208779.1,3281091,Q5F620,fig|242231.10.peg.2087,NEIS0242
NGO1747,YP_208780.1,3281407,Q5F619,fig|242231.10.peg.2088,NEIS0241
NGO1748,YP_208781.1,3281201,Q5F618,fig|242231.10.peg.2089,NEIS0240
NGO1749,YP_208782.1,3281195,Q5F617,fig|242231.10.peg.2090,NEIS0239
NGO1750,YP_208783.1,3281198,Q5F616,fig|242231.10.peg.2091,NEIS0238
NGO1751,YP_208784.1,3281406,Q5F615,fig|242231.10.peg.2092,NEIS0237
NGO1752,YP_208785.1,3281163,#N/A,fig|242231.10.peg.2094,NEIS0236
NGO1753,YP_208786.1,3281423,Q5F613,fig|242231.10.peg.2096,NEIS0235
NGO1754,YP_208787.1,3281411,#N/A,#N/A,#N/A
NGO1755,YP_208788.1,3281404,#N/A,fig|242231.10.peg.2098,#N/A
NGO1756,YP_208789.1,3281377,Q5F610,#N/A,#N/A
NGO1757,YP_208790.1,3281425,Q5F609,fig|242231.10.peg.2102,NEIS0230
NGO1758,YP_208791.1,3281418,Q5F608,fig|242231.10.peg.2104,NEIS0224
NGO1759,YP_208792.1,3281092,Q5F607,fig|242231.10.peg.2106,NEIS2367
NGO1760,YP_208793.1,3282555,Q5F606,fig|242231.10.peg.2107,NEIS0222
NGO1761,YP_208794.1,3281087,Q5F605,fig|242231.10.peg.2108,NEIS0218
NGO1762,YP_208795.1,3281138,Q5F604,fig|242231.10.peg.2109,NEIS0217
NGO1763,YP_208796.1,3281094,Q5F603,fig|242231.10.peg.2110,NEIS0216
NGO1765,YP_208797.1,3281093,Q5F602,fig|242231.10.peg.2114,#N/A
NGO1767,YP_208798.1,3282549,Q5F601,fig|242231.10.peg.2117,#N/A
NGO1768,YP_208799.1,3281166,Q5F600,fig|242231.10.peg.2119,NEIS0207
NGO1769,YP_208800.1,3281141,Q5F5Z9,fig|242231.10.peg.2122,NEIS2721
NGO1770,YP_208801.1,3281147,Q5F5Z8,fig|242231.10.peg.2124,NEIS0206
NGO1771,YP_208802.1,3282530,#N/A,fig|242231.10.peg.2126,NEIS0205
NGO1772,YP_208803.1,3281137,Q5F5Z6,fig|242231.10.peg.2128,NEIS0204
NGO1773,YP_208804.1,3281143,Q5F5Z5,fig|242231.10.peg.2129,NEIS0203
NGO1774,YP_208805.1,3281142,#N/A,fig|242231.10.peg.2131,NEIS0201
NGO1775,YP_208806.1,3282533,Q5F5Z3,fig|242231.10.peg.2132,NEIS0200
NGO1776,YP_208807.1,3282461,Q5F5Z2,fig|242231.10.peg.2133,NEIS0199
NGO1777,YP_208808.1,3282540,#N/A,fig|242231.10.peg.2134,#N/A
NGO1778,YP_208809.1,3282505,Q5F5Z0,fig|242231.10.peg.2135,NEIS0198
NGO1779,YP_208810.1,3282476,Q5F5Y9,fig|242231.10.peg.2136,NEIS0197
NGO1780,YP_208811.1,3282539,Q5F5Y8,fig|242231.10.peg.2137,NEIS0196
NGO1781,YP_208812.1,3282515,Q5F5Y7,fig|242231.10.peg.2138,NEIS0195
NGO1782,YP_208813.1,3282347,Q5F5Y6,fig|242231.10.peg.2140,NEIS0191
NGO1783,YP_208814.1,3282524,Q5F5Y5,fig|242231.10.peg.2141,NEIS0190
NGO1784,YP_208815.1,3282521,#N/A,fig|242231.10.peg.2142,#N/A
NGO1785,YP_208816.1,3282472,Q5F5Y3,fig|242231.10.peg.2143,NEIS0187
NGO1786,YP_208817.1,3282475,Q5F5Y2,fig|242231.10.peg.2144,NEIS0186
NGO1787,YP_208818.1,3282464,Q5F5Y1,fig|242231.10.peg.2145,NEIS0185
NGO1788,YP_208819.1,3282494,Q5F5Y0,fig|242231.10.peg.2146,NEIS0184
NGO1789,YP_208820.1,3282466,Q5F5X9,fig|242231.10.peg.2147,NEIS0183
NGO1790,YP_208821.1,3282470,Q5F5X8,fig|242231.10.peg.2149,NEIS0182
NGO1791,YP_208822.1,3282541,Q5F5X7,fig|242231.10.peg.2150,NEIS0181
NGO1792,YP_208823.1,3282542,#N/A,fig|242231.10.peg.2151,NEIS0180
NGO1793,YP_208824.1,3282535,#N/A,fig|242231.10.peg.2152,NEIS0179
NGO1795,YP_208825.1,3282409,#N/A,fig|242231.10.peg.2155,NEIS2722
NGO1796,YP_208826.1,3282506,Q5F5X3,fig|242231.10.peg.2156,NEIS0178
NGO1797,YP_208827.1,3282548,Q5F5X2,fig|242231.10.peg.2157,NEIS0177
NGO1798,YP_208828.1,3282424,Q5F5X1,fig|242231.10.peg.2158,NEIS0176
NGO1799,YP_208829.1,3282430,Q5F5X0,fig|242231.10.peg.2159,NEIS0175
NGO1800,YP_208830.1,3282359,Q5F5W9,fig|242231.10.peg.2160,NEIS0174
NGO1801,YP_208831.1,3282404,Q5F5W8,fig|242231.10.peg.2161,NEIS0173
NGO1802,YP_208832.1,3282304,#N/A,fig|242231.10.peg.2162,NEIS0172
NGO1803,YP_208833.1,3282536,Q5F5W6,fig|242231.10.peg.2163,NEIS0171
NGO1804,YP_208834.1,3282334,Q5F5W5,fig|242231.10.peg.2164,NEIS0170
NGO1805,YP_208835.1,3282294,Q5F5W4,fig|242231.10.peg.2165,NEIS0169
NGO1806,YP_208836.1,3282363,Q5F5W3,fig|242231.10.peg.2166,NEIS0168
NGO1807,YP_208837.1,3282388,Q5F5W2,fig|242231.10.peg.2168,NEIS0167
NGO1808,YP_208838.1,3282307,Q5F5W1,fig|242231.10.peg.2169,NEIS0166
NGO1809,YP_208839.1,3282861,Q5F5W0,fig|242231.10.peg.2170,NEIS0164
NGO1810,YP_208840.1,3282299,Q5F5V9,fig|242231.10.peg.2171,NEIS2723
NGO1811,YP_208841.1,3282256,Q5F5V8,fig|242231.10.peg.2174,NEIS2017
NGO1812,YP_208842.1,3282133,Q5F5V7,fig|242231.10.peg.2176,NEIS2020
NGO1813,YP_208843.1,3282273,Q5F5V6,fig|242231.10.peg.2178,NEIS0163
NGO1814,YP_208844.1,3282300,Q5F5V5,fig|242231.10.peg.2179,NEIS0162
NGO1816,YP_208845.1,3282164,Q5F5V4,fig|242231.10.peg.2181,NEIS0160
NGO1817,YP_208846.1,3282135,Q5F5V3,fig|242231.10.peg.2182,NEIS0159
NGO1818,YP_208847.1,3282252,Q5F5V2,fig|242231.10.peg.2183,NEIS0158
NGO1819,YP_208848.1,3282442,Q5F5V1,fig|242231.10.peg.2184,NEIS0157
NGO1820,YP_208849.1,3282289,Q5F5V0,fig|242231.10.peg.2185,NEIS0156
NGO1821,YP_208850.1,3282445,Q5F5U9,fig|242231.10.peg.2186,NEIS0155
NGO18211,YP_208851.1,3282427,Q5F5U8,fig|242231.10.peg.2188,NEIS0153
NGO1822,YP_208852.1,3282367,Q5F5U7,fig|242231.10.peg.2189,NEIS0152
NGO1823,YP_208853.1,3282419,Q5F5U6,fig|242231.10.peg.2190,NEIS0151
NGO18231,YP_208854.1,3282396,Q5F5U5,fig|242231.10.peg.2191,NEIS0150
NGO1824,YP_208855.1,3282448,Q5F5U4,fig|242231.10.peg.2192,NEIS0149
NGO18241,YP_208856.1,3282166,Q5F5U3,fig|242231.10.peg.2193,NEIS0148
NGO1825,YP_208857.1,3282450,Q5F5U2,fig|242231.10.peg.2194,NEIS0147
NGO1826,YP_208858.1,3282449,Q5F5U1,fig|242231.10.peg.2195,NEIS0146
NGO18261,YP_208859.1,3282440,Q5F5U0,fig|242231.10.peg.2196,NEIS0145
NGO1827,YP_208860.1,3282434,Q5F5T9,fig|242231.10.peg.2197,NEIS0144
NGO1828,YP_208861.1,3282433,Q5F5T8,fig|242231.10.peg.2198,NEIS0143
NGO1829,YP_208862.1,3282393,Q5F5T7,fig|242231.10.peg.2199,NEIS0142
NGO1830,YP_208863.1,3282162,Q5F5T6,fig|242231.10.peg.2200,NEIS0141
NGO1831,YP_208864.1,3282258,Q5F5T5,fig|242231.10.peg.2201,NEIS0140
NGO18311,YP_208865.1,3282385,Q5F5T4,fig|242231.10.peg.2202,NEIS0139
NGO1832,YP_208866.1,3282435,Q5F5T3,fig|242231.10.peg.2203,NEIS2800
NGO1833,YP_208867.1,3282436,Q5F5T2,fig|242231.10.peg.2204,NEIS0137
NGO1834,YP_208868.1,3282438,Q5F5T1,fig|242231.10.peg.2205,NEIS0136
NGO1835,YP_208869.1,3282423,Q5F5T0,fig|242231.10.peg.2206,NEIS0135
NGO1836,YP_208870.1,3282429,Q5F5S9,fig|242231.10.peg.2207,NEIS0134
NGO1837,YP_208871.1,3282415,Q5F5S8,fig|242231.10.peg.2208,NEIS0133
NGO1838,YP_208872.1,3282421,Q5F5S7,fig|242231.10.peg.2209,NEIS0132
NGO1839,YP_208873.1,3282352,#N/A,fig|242231.10.peg.2211,#N/A
NGO1841,YP_208874.1,3282416,Q5F5S5,fig|242231.10.peg.2213,NEIS0129
NGO1842,YP_208875.1,3282355,Q5F5Q8,fig|242231.10.peg.2214,NEIS0128
NGO1843,YP_208876.1,3282145,Q5F5S3,fig|242231.10.peg.2215,NEIS0127
NGO1844,YP_208877.1,3282420,Q5F5S2,fig|242231.10.peg.2216,NEIS0126
NGO1845,YP_208878.1,3282376,Q5F5S1,fig|242231.10.peg.2217,NEIS0125
NGO1846,YP_208879.1,3282414,Q5F5S0,fig|242231.10.peg.2219,NEIS2366
NGO1847,YP_208880.1,3282389,#N/A,fig|242231.10.peg.2220,NEIS2724
NGO1848,YP_208881.1,3282422,Q5F5R8,fig|242231.10.peg.2221,NEIS2365
NGO1849,YP_208882.1,3282402,#N/A,fig|242231.10.peg.2223,NEIS2573
NGO1850,YP_208883.1,3282397,Q5F5R6,fig|242231.10.peg.2224,NEIS0124
NGO1851,YP_208884.1,3282372,Q5F5R5,fig|242231.10.peg.2226,NEIS0123
NGO1852,YP_208885.1,3282399,Q5F5R4,fig|242231.10.peg.2227,NEIS0122
NGO1853,YP_208886.1,3282383,Q5F5R3,fig|242231.10.peg.2228,NEIS0121
NGO1854,YP_208887.1,3282369,Q5F5R2,fig|242231.10.peg.2229,NEIS0120
NGO1855,YP_208888.1,3282315,Q5F5R1,fig|242231.10.peg.2230,NEIS0119
NGO1856,YP_208889.1,3282366,Q5F5R0,fig|242231.10.peg.2231,NEIS0118
NGO1857,YP_208890.1,3282374,Q5F5Q9,fig|242231.10.peg.2232,NEIS0117
NGO1858,YP_208891.1,3282353,Q5F5Q8,fig|242231.10.peg.2233,NEIS0116
NGO1859,YP_208892.1,3282322,Q5F5Q7,fig|242231.10.peg.2234,NEIS0115
NGO1860,YP_208893.1,3282354,Q5F5Q6,fig|242231.10.peg.2235,NEIS0114
NGO1861,YP_208894.1,3282338,Q5F5Q5,fig|242231.10.peg.2236,#N/A
NGO1863,YP_208895.1,3282381,Q5F5Q4,fig|242231.10.peg.2241,NEIS0110
NGO1864,YP_208896.1,3282390,Q5F5Q3,fig|242231.10.peg.2242,NEIS0109
NGO1865,YP_208897.1,3282392,Q5F5Q2,fig|242231.10.peg.2243,NEIS0108
NGO1866,YP_208898.1,3282368,Q5F5Q1,fig|242231.10.peg.2244,NEIS0107
NGO1867,YP_208899.1,3282362,Q5F5Q0,fig|242231.10.peg.2245,NEIS0106
NGO1868,YP_208900.1,3282358,Q5F5P9,fig|242231.10.peg.2246,NEIS0105
NGO1869,YP_208901.1,3282371,Q5F5P8,fig|242231.10.peg.2247,NEIS0104
NGO1870,YP_208902.1,3282345,Q5F5P7,fig|242231.10.peg.2248,NEIS0103
NGO1871,YP_208903.1,3282344,Q5F5P6,fig|242231.10.peg.2249,NEIS0102
NGO1872,YP_208904.1,3282351,#N/A,fig|242231.10.peg.2250,#N/A
NGO1873,YP_208905.1,3282342,#N/A,fig|242231.10.peg.2251,#N/A
NGO1874,YP_208906.1,3282319,#N/A,fig|242231.10.peg.2252,#N/A
NGO1875,YP_208907.1,3282260,Q5F5P2,fig|242231.10.peg.2253,NEIS0100
NGO1876,YP_208908.1,3282329,Q5F5P1,fig|242231.10.peg.2255,NEIS0099
NGO1877,YP_208909.1,3282349,Q5F5P0,fig|242231.10.peg.2256,NEIS0098
NGO1878,YP_208910.1,3282333,Q5F5N9,fig|242231.10.peg.2257,NEIS0097
NGO18781,YP_208911.1,3282328,#N/A,fig|242231.10.peg.2258,#N/A
NGO1879,YP_208912.1,3282326,Q5F5N7,fig|242231.10.peg.2259,NEIS0093
NGO1880,YP_208913.1,3282356,Q5F5N6,fig|242231.10.peg.2260,NEIS0092
NGO1881,YP_208914.1,3282312,Q5F5N5,fig|242231.10.peg.2264,NEIS0074
NGO1886,YP_208915.1,3282330,#N/A,fig|242231.10.peg.2267,#N/A
NGO1887,YP_208916.1,3282332,Q5F5N3,fig|242231.10.peg.2268,NEIS0073
NGO1888,YP_208917.1,3282325,Q5F5N2,fig|242231.10.peg.2269,NEIS0072
NGO1889,YP_208918.1,3282301,Q5F5N1,fig|242231.10.peg.2270,NEIS0071
NGO1890,YP_208919.1,3282270,Q5F5N0,fig|242231.10.peg.2271,NEIS0069
NGO1891,YP_208920.1,3282295,Q5F5M9,fig|242231.10.peg.2274,#N/A
NGO1893,YP_208921.1,3282158,Q5F5M8,fig|242231.10.peg.2276,NEIS2725
NGO1894,YP_208922.1,3282284,Q5F5M7,fig|242231.10.peg.2277,NEIS2910
NGO1895,YP_208923.1,3282286,Q5F5M6,fig|242231.10.peg.2278,NEIS0059
NGO1896,YP_208924.1,3282314,Q5F5M5,fig|242231.10.peg.2279,NEIS0048
NGO1897,YP_208925.1,3282303,Q5F5M4,fig|242231.10.peg.2280,NEIS0047
NGO1898,YP_208926.1,3282292,Q5F5M3,fig|242231.10.peg.2281,NEIS0046
NGO1900,YP_208927.1,3282305,Q5F5M2,fig|242231.10.peg.2283,NEIS0044
NGO1901,YP_208928.1,3282302,Q5F5M1,fig|242231.10.peg.2284,NEIS0043
NGO1902,YP_208929.1,3282296,Q5F5M0,fig|242231.10.peg.2286,NEIS0041
NGO1904,YP_208930.1,3282281,Q5F5L9,fig|242231.10.peg.2291,NEIS0040
NGO1905,YP_208931.1,3282276,Q5F5L8,fig|242231.10.peg.2292,NEIS0039
NGO1906,YP_208932.1,3282272,Q5F5L7,fig|242231.10.peg.2293,NEIS0038
NGO1907,YP_208933.1,3282293,Q5F5L6,fig|242231.10.peg.2294,NEIS0037
NGO1908,YP_208934.1,3282267,Q5F5L5,fig|242231.10.peg.2295,NEIS0036
NGO1909,YP_208935.1,3282264,Q5F5L4,fig|242231.10.peg.2296,NEIS0035
NGO1910,YP_208936.1,3282136,Q5F5L3,fig|242231.10.peg.2298,NEIS0034
NGO1911,YP_208937.1,3282262,Q5F5L2,fig|242231.10.peg.2302,#N/A
NGO1913,YP_208938.1,3282255,Q5F5L1,fig|242231.10.peg.2308,#N/A
NGO1914,YP_208939.1,3282280,Q5F5L0,fig|242231.10.peg.2309,NEIS2153
NGO1915,YP_208940.1,3282860,Q5F5K9,fig|242231.10.peg.2310,NEIS2152
NGO1916,YP_208941.1,3282856,Q5F5K8,fig|242231.10.peg.2311,NEIS2151
NGO1917,YP_208942.1,3282859,Q5F5K7,fig|242231.10.peg.2312,NEIS2150
NGO1918,YP_208943.1,3282851,Q5F5K6,fig|242231.10.peg.2313,NEIS2149
NGO1919,YP_208944.1,3282854,Q5F5K5,fig|242231.10.peg.2314,NEIS2148
NGO1920,YP_208945.1,3282853,Q5F5K4,fig|242231.10.peg.2315,NEIS2147
NGO1921,YP_208946.1,3282849,Q5F5K3,fig|242231.10.peg.2316,NEIS2146
NGO1922,YP_208947.1,3282858,Q5F5K2,fig|242231.10.peg.2317,NEIS2145
NGO1923,YP_208948.1,3282855,Q5F5K1,fig|242231.10.peg.2319,NEIS2144
NGO1924,YP_208949.1,3282850,Q5F5K0,fig|242231.10.peg.2320,NEIS2143
NGO1925,YP_208950.1,3282694,#N/A,fig|242231.10.peg.2321,#N/A
NGO1926,YP_208951.1,3282693,Q5F5J8,fig|242231.10.peg.2322,NEIS2141
NGO1927,YP_208952.1,3282692,Q5F5J7,fig|242231.10.peg.2323,NEIS2140
NGO1928,YP_208953.1,3282691,Q5F5J6,fig|242231.10.peg.2324,NEIS2139
NGO1929,YP_208954.1,3282690,Q5F5J5,fig|242231.10.peg.2325,#N/A
NGO1930,YP_208955.1,3282689,Q5F5J4,fig|242231.10.peg.2326,NEIS2138
NGO1931,YP_208956.1,3282688,Q5F5J3,fig|242231.10.peg.2327,NEIS2137
NGO1932,YP_208957.1,3282687,Q5F5J2,fig|242231.10.peg.2329,NEIS2136
NGO1933,YP_208958.1,3282686,Q5F5J1,fig|242231.10.peg.2330,NEIS2135
NGO1934,YP_208959.1,3282685,Q5F5J0,fig|242231.10.peg.2331,NEIS2134
NGO1935,YP_208960.1,3282684,Q5F5I9,fig|242231.10.peg.2332,NEIS2133
NGO1936,YP_208961.1,3282683,Q5F5I8,fig|242231.10.peg.2333,NEIS2132
NGO1938,YP_208962.1,3282682,#N/A,fig|242231.10.peg.2336,NEIS2130
NGO1939,YP_208963.1,3282681,Q5F5I6,fig|242231.10.peg.2337,NEIS2129
NGO1940,YP_208964.1,3282680,#N/A,fig|242231.10.peg.2338,NEIS2128
NGO1941,YP_208965.1,3282679,Q5F5I4,fig|242231.10.peg.2340,NEIS2726
NGO1942,YP_208966.1,3282678,#N/A,fig|242231.10.peg.2341,NEIS2124
NGO1943,YP_208967.1,3282677,#N/A,fig|242231.10.peg.2342,NEIS2485
NGO1944,YP_208968.1,3282676,Q5F5I1,fig|242231.10.peg.2343,NEIS2123
NGO1945,YP_208969.1,3282675,Q5F5I0,fig|242231.10.peg.2344,NEIS2122
NGO1946,YP_208970.1,3282674,Q5F5H9,fig|242231.10.peg.2345,NEIS2121
NGO1947,YP_208971.1,3282673,Q5F5H8,fig|242231.10.peg.2346,NEIS2120
NGO1948,YP_208972.1,3282672,Q5F5H7,fig|242231.10.peg.2347,NEIS2119
NGO1949,YP_208973.1,3282671,Q5F5H6,fig|242231.10.peg.2348,NEIS2118
NGO1951,YP_208974.1,3282670,Q5F5H5,fig|242231.10.peg.2349,NEIS2116
NGO1952,YP_208975.1,3282669,#N/A,fig|242231.10.peg.2350,#N/A
NGO1953,YP_208976.1,3282668,#N/A,#N/A,#N/A
NGO1954,YP_208977.1,3282667,Q5F5H2,fig|242231.10.peg.2351,NEIS2114
NGO1955,YP_208978.1,3282666,Q5F5H1,fig|242231.10.peg.2353,NEIS2113
NGO1956,YP_208979.1,3282665,#N/A,fig|242231.10.peg.2354,NEIS2112
NGO1957,YP_208980.1,3282664,Q5F5G9,fig|242231.10.peg.2357,NEIS2110
NGO1958,YP_208981.1,3282663,Q5F5G8,fig|242231.10.peg.2359,NEIS2109
NGO1959,YP_208982.1,3282662,Q5F5G7,fig|242231.10.peg.2360,NEIS2108
NGO1960,YP_208983.1,3282661,#N/A,#N/A,#N/A
NGO1961,YP_208984.1,3282660,Q5F5G5,fig|242231.10.peg.2364,NEIS2106
NGO1962,YP_208985.1,3282659,Q5F5G4,fig|242231.10.peg.2366,NEIS2104
NGO1963,YP_208986.1,3282658,Q5F5G3,fig|242231.10.peg.2367,NEIS2103
NGO1965,YP_208987.1,3282657,Q5F5G2,fig|242231.10.peg.2369,NEIS2101
NGO1966,YP_208988.1,3282656,Q5F5G1,fig|242231.10.peg.2370,NEIS2099
NGO1967,YP_208989.1,3282655,Q5F5G0,fig|242231.10.peg.2374,#N/A
NGO1969,YP_208990.1,3282654,Q5F5F9,fig|242231.10.peg.2378,#N/A
NGO1970,YP_208991.1,3282653,Q5F5F8,fig|242231.10.peg.2379,#N/A
NGO1971,YP_208992.1,3282652,Q5F5F7,fig|242231.10.peg.2380,#N/A
NGO1972,YP_208993.1,3282651,Q5F5F6,fig|242231.10.peg.2381,#N/A
NGO1973,YP_208994.1,3282650,Q5F5F5,fig|242231.10.peg.2382,NEIS2082
NGO1974,YP_208995.1,3282649,Q5F5F4,fig|242231.10.peg.2383,NEIS2081
NGO1975,YP_208996.1,3282648,Q5F5F3,fig|242231.10.peg.2384,NEIS2080
NGO1976,YP_208997.1,3282647,Q5F5F2,fig|242231.10.peg.2385,NEIS2079
NGO1977,YP_208998.1,3282646,#N/A,fig|242231.10.peg.2386,NEIS2078
NGO1978,YP_208999.1,3282645,Q5F5F0,fig|242231.10.peg.2388,NEIS2077
NGO1980,YP_209000.1,3282644,Q5F5E9,fig|242231.10.peg.2389,NEIS2076
NGO1981,YP_209001.1,3282643,Q5F5E8,fig|242231.10.peg.2390,NEIS2075
NGO1982,YP_209002.1,3282642,Q5F5E7,fig|242231.10.peg.2392,NEIS2074
NGO1983,YP_209003.1,3282641,Q5F5E6,fig|242231.10.peg.2393,NEIS2073
NGO1984,YP_209004.1,3282640,Q5F5E5,fig|242231.10.peg.2394,NEIS2072
NGO1985,YP_209005.1,3282639,Q5F5E4,fig|242231.10.peg.2395,NEIS2071
NGO1986,YP_209006.1,3282638,Q5F5E3,fig|242231.10.peg.2396,NEIS2070
NGO1987,YP_209007.1,3282637,Q5F5E2,fig|242231.10.peg.2397,NEIS2069
NGO1988,YP_209008.1,3282636,Q5F5E1,fig|242231.10.peg.2398,NEIS2068
NGO1989,YP_209009.1,3282635,#N/A,fig|242231.10.peg.2400,NEIS2066
NGO1990,YP_209010.1,3282634,Q5F5D9,fig|242231.10.peg.2401,NEIS2065
NGO1991,YP_209011.1,3282633,Q5F5D8,fig|242231.10.peg.2402,NEIS2727
NGO1992,YP_209012.1,3282632,Q5F5D7,fig|242231.10.peg.2403,NEIS2728
NGO1993,YP_209013.1,3282631,Q5F5D6,fig|242231.10.peg.2404,NEIS2062
NGO1994,YP_209014.1,3282630,Q5F5D5,fig|242231.10.peg.2405,NEIS2061
NGO1995,YP_209015.1,3282629,Q5F5D4,fig|242231.10.peg.2406,NEIS2060
NGO1996,YP_209016.1,3282628,Q5F5D3,fig|242231.10.peg.2407,NEIS2059
NGO1997,YP_209017.1,3282627,Q5F5D2,fig|242231.10.peg.2408,NEIS2058
NGO1998,YP_209018.1,3282626,Q5F5D1,fig|242231.10.peg.2409,NEIS2057
NGO1999,YP_209019.1,3282625,Q5F5D0,fig|242231.10.peg.2410,NEIS2056
NGO2000,YP_209020.1,3282624,Q5F5C9,fig|242231.10.peg.2412,NEIS2055
NGO2001,YP_209021.1,3282623,Q5F5C8,fig|242231.10.peg.2413,NEIS2054
NGO2002,YP_209022.1,3282622,Q5F5C7,fig|242231.10.peg.2414,NEIS2053
NGO2003,YP_209023.1,3282621,Q5F5C6,fig|242231.10.peg.2415,#N/A
NGO2004,YP_209024.1,3282620,#N/A,#N/A,#N/A
NGO2005,YP_209025.1,3282619,Q5F5C4,fig|242231.10.peg.2417,NEIS2052
NGO2006,YP_209026.1,3282618,Q5F5C3,fig|242231.10.peg.2418,NEIS2051
NGO2007,YP_209027.1,3282617,Q5F5C2,fig|242231.10.peg.2421,NEIS2050
NGO2008,YP_209028.1,3282616,Q5F5C1,fig|242231.10.peg.2422,NEIS2049
NGO2009,YP_209029.1,3282131,Q5F5C0,fig|242231.10.peg.2423,NEIS2048
NGO2010,YP_209030.1,3281898,Q5F5B9,fig|242231.10.peg.2424,NEIS2047
NGO2011,YP_209031.1,3282615,Q5F5B8,fig|242231.10.peg.2425,NEIS2729
NGO2012,YP_209032.1,3282700,Q5F5B7,fig|242231.10.peg.2426,NEIS2730
NGO2013,YP_209033.1,3282699,Q5F5B6,fig|242231.10.peg.2427,#N/A
NGO2014,YP_209034.1,3282698,Q5F5B5,fig|242231.10.peg.2428,NEIS2731
NGO2015,YP_209035.1,3282697,Q5F5B4,fig|242231.10.peg.2430,NEIS2046
NGO2016,YP_209036.1,3282696,Q5F5B3,fig|242231.10.peg.2431,NEIS2045
NGO2017,YP_209037.1,3282695,Q5F5B2,fig|242231.10.peg.2432,NEIS2044
NGO2018,YP_209038.1,3282729,Q5F5B1,#N/A,#N/A
NGO2019,YP_209039.1,3282728,Q5F5B0,fig|242231.10.peg.2433,NEIS2043
NGO2020,YP_209040.2,3282727,Q5F5A9,fig|242231.10.peg.2435,NEIS2042
NGO2021,YP_209041.1,3282726,Q5F5A8,fig|242231.10.peg.2436,NEIS2041
NGO2022,YP_209042.1,3282725,Q5F5A7,fig|242231.10.peg.2437,NEIS2040
NGO2023,YP_209043.1,3282724,Q5F5A6,fig|242231.10.peg.2438,NEIS2039
NGO2024,YP_209044.1,3282723,Q5F5A5,fig|242231.10.peg.2439,NEIS2038
NGO2025,YP_209045.1,3282722,Q5F5A4,fig|242231.10.peg.2440,NEIS2037
NGO2026,YP_209046.1,3282721,Q5F5A3,#N/A,NEIS2732
NGO2027,YP_209047.1,3282720,Q5F5A2,fig|242231.10.peg.2442,NEIS2036
NGO2028,YP_209048.1,3282719,Q5F5A1,fig|242231.10.peg.2443,NEIS2035
